geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows,policy,policy_type
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,04/27/20 - 05/03/20,108,2549,1,Resumed Elective Medical Procedures
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,04/27/20 - 05/03/20,232,6232,1,Resumed Elective Medical Procedures
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,04/27/20 - 05/03/20,2061,51243,1,Resumed Elective Medical Procedures
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,04/27/20 - 05/03/20,133,3952,1,Resumed Elective Medical Procedures
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,04/27/20 - 05/03/20,2815,79861,1,Resumed Elective Medical Procedures
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,04/27/20 - 05/03/20,32214,621965,1,Resumed Elective Medical Procedures
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,04/27/20 - 05/03/20,44,860,1,Resumed Elective Medical Procedures
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,04/27/20 - 05/03/20,2259,44291,1,Resumed Elective Medical Procedures
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,04/27/20 - 05/03/20,294,4351,1,Resumed Elective Medical Procedures
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,04/27/20 - 05/03/20,149,3964,1,Resumed Elective Medical Procedures
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,04/27/20 - 05/03/20,5355,134822,1,Resumed Elective Medical Procedures
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,04/27/20 - 05/03/20,131,3933,1,Resumed Elective Medical Procedures
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,04/27/20 - 05/03/20,3177,53873,1,Resumed Elective Medical Procedures
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,04/27/20 - 05/03/20,60,1253,1,Resumed Elective Medical Procedures
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,04/27/20 - 05/03/20,10478,177830,1,Resumed Elective Medical Procedures
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,04/27/20 - 05/03/20,2977,49826,1,Resumed Elective Medical Procedures
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,04/27/20 - 05/03/20,225,5054,1,Resumed Elective Medical Procedures
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,04/27/20 - 05/03/20,86,3375,1,Resumed Elective Medical Procedures
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,04/27/20 - 05/03/20,1829422,43573726,1,Resumed Elective Medical Procedures
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,04/27/20 - 05/03/20,306,8207,1,Resumed Elective Medical Procedures
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,04/27/20 - 05/03/20,17395,405494,1,Resumed Elective Medical Procedures
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,04/27/20 - 05/03/20,359,7976,1,Resumed Elective Medical Procedures
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,04/27/20 - 05/03/20,41,1029,1,Resumed Elective Medical Procedures
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,04/27/20 - 05/03/20,20,1063,1,Resumed Elective Medical Procedures
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,05/04/20 - 05/10/20,1228,27691,0,NON
51,2,-78.66634949,37.5108731,-151.2505488,63.78846948,05/04/20 - 05/10/20,24,541,0,NON
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,05/04/20 - 05/10/20,851,19190,0,NON
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,05/04/20 - 05/10/20,670,15108,0,NON
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,05/04/20 - 05/10/20,1526,34411,0,NON
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,05/04/20 - 05/10/20,600,13530,0,NON
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,05/04/20 - 05/10/20,470,10598,0,NON
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,05/04/20 - 05/10/20,722,16281,0,NON
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,05/04/20 - 05/10/20,10698,241241,0,NON
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,05/04/20 - 05/10/20,6130,138232,0,NON
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,05/04/20 - 05/10/20,3635,81969,0,NON
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,05/04/20 - 05/10/20,30,676,0,NON
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,05/04/20 - 05/10/20,132,2976,0,NON
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,05/04/20 - 05/10/20,1290,29089,0,NON
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,05/04/20 - 05/10/20,1153,26000,0,NON
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,05/04/20 - 05/10/20,259,5840,0,NON
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,05/04/20 - 05/10/20,302,6810,0,NON
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,05/04/20 - 05/10/20,2168,48888,0,NON
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,05/04/20 - 05/10/20,433,9764,0,NON
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,05/04/20 - 05/10/20,108,2435,0,NON
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,05/04/20 - 05/10/20,18369,414224,0,NON
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,05/04/20 - 05/10/20,433,9764,0,NON
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,05/04/20 - 05/10/20,651,14680,0,NON
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,05/04/20 - 05/10/20,328,7396,0,NON
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,05/04/20 - 05/10/20,391,8817,0,NON
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,05/04/20 - 05/10/20,749,16890,0,NON
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,05/04/20 - 05/10/20,104,2345,0,NON
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,05/04/20 - 05/10/20,233,5254,0,NON
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,05/04/20 - 05/10/20,227,5118,0,NON
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,05/04/20 - 05/10/20,134,3021,0,NON
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,05/04/20 - 05/10/20,1646,37117,0,NON
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,05/04/20 - 05/10/20,378,8523,0,NON
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,05/04/20 - 05/10/20,1890,42619,0,NON
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,05/04/20 - 05/10/20,26211,591062,0,NON
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,05/04/20 - 05/10/20,71,1601,0,NON
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,05/04/20 - 05/10/20,2157,48640,0,NON
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,05/04/20 - 05/10/20,644,14522,0,NON
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,05/04/20 - 05/10/20,207,4667,0,NON
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,05/04/20 - 05/10/20,4558,102783,0,NON
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,05/04/20 - 05/10/20,74,1668,0,NON
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,05/04/20 - 05/10/20,6728,151717,0,NON
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,05/04/20 - 05/10/20,117,2638,0,NON
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,05/04/20 - 05/10/20,19811,446741,0,NON
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,05/04/20 - 05/10/20,2714,61201,0,NON
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,05/04/20 - 05/10/20,251,5660,0,NON
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,05/04/20 - 05/10/20,44,992,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/04/20 - 05/10/20,1935628,43648738,0,NON
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,05/04/20 - 05/10/20,315,7103,0,NON
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,05/04/20 - 05/10/20,6797,153273,0,NON
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,05/04/20 - 05/10/20,374,8433,0,NON
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,05/04/20 - 05/10/20,142,3202,0,NON
51,72,-78.66634949,37.5108731,-66.41466678,18.21569834,05/04/20 - 05/10/20,12,270,0,NON
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,05/04/20 - 05/10/20,1531,19222,0,NON
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,05/04/20 - 05/10/20,617,13382,0,NON
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,05/04/20 - 05/10/20,557,7855,0,NON
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,05/04/20 - 05/10/20,1547,44804,0,NON
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,05/04/20 - 05/10/20,351,7764,0,NON
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,05/04/20 - 05/10/20,830,23192,0,NON
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,05/04/20 - 05/10/20,793,18289,0,NON
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,05/04/20 - 05/10/20,5672,198002,0,NON
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,05/04/20 - 05/10/20,6974,114941,0,NON
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,05/04/20 - 05/10/20,4368,69074,0,NON
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,05/04/20 - 05/10/20,16,423,0,NON
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,05/04/20 - 05/10/20,67,1454,0,NON
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,05/04/20 - 05/10/20,1404,28464,0,NON
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,05/04/20 - 05/10/20,905,16399,0,NON
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,05/04/20 - 05/10/20,501,7881,0,NON
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,05/04/20 - 05/10/20,425,6872,0,NON
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,05/04/20 - 05/10/20,2251,42016,0,NON
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,05/04/20 - 05/10/20,665,10663,0,NON
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,05/04/20 - 05/10/20,260,8006,0,NON
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,05/04/20 - 05/10/20,30457,766974,0,NON
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,05/04/20 - 05/10/20,829,25926,0,NON
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,05/04/20 - 05/10/20,798,17723,0,NON
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,05/04/20 - 05/10/20,280,5793,0,NON
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,05/04/20 - 05/10/20,690,9905,0,NON
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,05/04/20 - 05/10/20,765,12195,0,NON
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,05/04/20 - 05/10/20,122,3147,0,NON
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,05/04/20 - 05/10/20,128,2014,0,NON
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,05/04/20 - 05/10/20,178,3960,0,NON
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,05/04/20 - 05/10/20,172,4392,0,NON
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,05/04/20 - 05/10/20,2884,67438,0,NON
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,05/04/20 - 05/10/20,135,3626,0,NON
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,05/04/20 - 05/10/20,4096,110675,0,NON
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,05/04/20 - 05/10/20,34682,631910,0,NON
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,05/04/20 - 05/10/20,45,846,0,NON
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,05/04/20 - 05/10/20,2351,43846,0,NON
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,05/04/20 - 05/10/20,412,5679,0,NON
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,05/04/20 - 05/10/20,196,4873,0,NON
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,05/04/20 - 05/10/20,6258,150672,0,NON
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,05/04/20 - 05/10/20,142,4054,0,NON
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,05/04/20 - 05/10/20,3934,62343,0,NON
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,05/04/20 - 05/10/20,89,1732,0,NON
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,05/04/20 - 05/10/20,10297,162893,0,NON
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,05/04/20 - 05/10/20,3702,56811,0,NON
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,05/04/20 - 05/10/20,236,5013,0,NON
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,05/04/20 - 05/10/20,52,1964,0,NON
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/04/20 - 05/10/20,1935628,43648738,0,NON
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,05/04/20 - 05/10/20,271,6735,0,NON
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,05/04/20 - 05/10/20,19166,420870,0,NON
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,05/04/20 - 05/10/20,672,14405,0,NON
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,05/04/20 - 05/10/20,36,854,0,NON
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,05/04/20 - 05/10/20,57,2685,0,NON
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,05/11/20 - 05/17/20,1348,30681,1,New Phase
51,2,-78.66634949,37.5108731,-151.2505488,63.78846948,05/11/20 - 05/17/20,66,1502,1,New Phase
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,05/11/20 - 05/17/20,928,21121,1,New Phase
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,05/11/20 - 05/17/20,685,15590,1,New Phase
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,05/11/20 - 05/17/20,1649,37532,1,New Phase
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,05/11/20 - 05/17/20,627,14270,1,New Phase
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,05/11/20 - 05/17/20,598,13610,1,New Phase
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,05/11/20 - 05/17/20,1064,24217,1,New Phase
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,05/11/20 - 05/17/20,11046,251412,1,New Phase
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,05/11/20 - 05/17/20,8130,185043,1,New Phase
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,05/11/20 - 05/17/20,4218,96003,1,New Phase
51,15,-78.66634949,37.5108731,-158.1099738,20.9951112,05/11/20 - 05/17/20,54,1229,1,New Phase
51,16,-78.66634949,37.5108731,-114.659414,44.38905509,05/11/20 - 05/17/20,98,2230,1,New Phase
51,17,-78.66634949,37.5108731,-89.14863899,40.12420083,05/11/20 - 05/17/20,1324,30134,1,New Phase
51,18,-78.66634949,37.5108731,-86.28183839,39.91986962,05/11/20 - 05/17/20,1318,29998,1,New Phase
51,19,-78.66634949,37.5108731,-93.50009012,42.07464833,05/11/20 - 05/17/20,345,7852,1,New Phase
51,20,-78.66634949,37.5108731,-98.3801554,38.48472707,05/11/20 - 05/17/20,271,6168,1,New Phase
51,21,-78.66634949,37.5108731,-85.29055223,37.52661417,05/11/20 - 05/17/20,2156,49071,1,New Phase
51,22,-78.66634949,37.5108731,-91.81423318,30.9090729,05/11/20 - 05/17/20,661,15044,1,New Phase
51,23,-78.66634949,37.5108731,-69.20275986,45.27432853,05/11/20 - 05/17/20,179,4074,1,New Phase
51,24,-78.66634949,37.5108731,-76.68717734,38.94649396,05/11/20 - 05/17/20,20051,456371,1,New Phase
51,25,-78.66634949,37.5108731,-71.50397204,42.16009327,05/11/20 - 05/17/20,518,11789,1,New Phase
51,26,-78.66634949,37.5108731,-85.73095291,44.8747736,05/11/20 - 05/17/20,778,17707,1,New Phase
51,27,-78.66634949,37.5108731,-94.1983056,46.34911038,05/11/20 - 05/17/20,302,6873,1,New Phase
51,28,-78.66634949,37.5108731,-89.65335941,32.71289227,05/11/20 - 05/17/20,724,16478,1,New Phase
51,29,-78.66634949,37.5108731,-92.4774252,38.36763044,05/11/20 - 05/17/20,823,18731,1,New Phase
51,30,-78.66634949,37.5108731,-109.645207,47.03342111,05/11/20 - 05/17/20,108,2458,1,New Phase
51,31,-78.66634949,37.5108731,-99.81085586,41.52715113,05/11/20 - 05/17/20,211,4802,1,New Phase
51,32,-78.66634949,37.5108731,-116.6552487,39.35618587,05/11/20 - 05/17/20,345,7852,1,New Phase
51,33,-78.66634949,37.5108731,-71.57124317,43.68023706,05/11/20 - 05/17/20,246,5599,1,New Phase
51,34,-78.66634949,37.5108731,-74.65561231,40.11017985,05/11/20 - 05/17/20,1781,40536,1,New Phase
51,35,-78.66634949,37.5108731,-106.1084439,34.42130099,05/11/20 - 05/17/20,399,9081,1,New Phase
51,36,-78.66634949,37.5108731,-75.59654322,42.92123355,05/11/20 - 05/17/20,2244,51074,1,New Phase
51,37,-78.66634949,37.5108731,-79.13090892,35.52603039,05/11/20 - 05/17/20,32406,737577,1,New Phase
51,38,-78.66634949,37.5108731,-100.4693908,47.44631042,05/11/20 - 05/17/20,84,1911,1,New Phase
51,39,-78.66634949,37.5108731,-82.70937701,40.41548691,05/11/20 - 05/17/20,2571,58517,1,New Phase
51,40,-78.66634949,37.5108731,-97.50822793,35.58346465,05/11/20 - 05/17/20,787,17912,1,New Phase
51,41,-78.66634949,37.5108731,-120.6052563,43.94045139,05/11/20 - 05/17/20,184,4187,1,New Phase
51,42,-78.66634949,37.5108731,-77.83893801,40.89670051,05/11/20 - 05/17/20,5507,125342,1,New Phase
51,44,-78.66634949,37.5108731,-71.52472356,41.5946389,05/11/20 - 05/17/20,97,2207,1,New Phase
51,45,-78.66634949,37.5108731,-80.86459716,33.87785607,05/11/20 - 05/17/20,9930,226012,1,New Phase
51,46,-78.66634949,37.5108731,-100.2033536,44.44664208,05/11/20 - 05/17/20,144,3277,1,New Phase
51,47,-78.66634949,37.5108731,-86.34341233,35.84298014,05/11/20 - 05/17/20,21665,493106,1,New Phase
51,48,-78.66634949,37.5108731,-99.31712097,31.44721219,05/11/20 - 05/17/20,3255,74085,1,New Phase
51,49,-78.66634949,37.5108731,-111.67825,39.32376871,05/11/20 - 05/17/20,350,7966,1,New Phase
51,50,-78.66634949,37.5108731,-72.66263037,44.07524823,05/11/20 - 05/17/20,58,1320,1,New Phase
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/11/20 - 05/17/20,1940247,44161044,1,New Phase
51,53,-78.66634949,37.5108731,-120.5928999,47.41163922,05/11/20 - 05/17/20,317,7215,1,New Phase
51,54,-78.66634949,37.5108731,-80.6137069,38.6425671,05/11/20 - 05/17/20,7135,162396,1,New Phase
51,55,-78.66634949,37.5108731,-89.73293306,44.63994411,05/11/20 - 05/17/20,355,8079,1,New Phase
51,56,-78.66634949,37.5108731,-107.5513942,42.99953746,05/11/20 - 05/17/20,104,2367,1,New Phase
1,51,-86.844521,32.75687994,-78.66634949,37.5108731,05/11/20 - 05/17/20,1695,21536,1,New Phase
2,51,-151.2505488,63.78846948,-78.66634949,37.5108731,05/11/20 - 05/17/20,16,525,1,New Phase
4,51,-111.6644603,34.29309519,-78.66634949,37.5108731,05/11/20 - 05/17/20,763,16938,1,New Phase
5,51,-92.43923686,34.89977242,-78.66634949,37.5108731,05/11/20 - 05/17/20,513,7390,1,New Phase
6,51,-119.6638459,37.21530826,-78.66634949,37.5108731,05/11/20 - 05/17/20,1653,48988,1,New Phase
8,51,-105.5478211,38.9985316,-78.66634949,37.5108731,05/11/20 - 05/17/20,621,13885,1,New Phase
9,51,-72.73825768,41.57516415,-78.66634949,37.5108731,05/11/20 - 05/17/20,1035,28612,1,New Phase
10,51,-75.45249263,38.99497529,-78.66634949,37.5108731,05/11/20 - 05/17/20,1117,26216,1,New Phase
11,51,-77.0162909,38.90477389,-78.66634949,37.5108731,05/11/20 - 05/17/20,6159,218887,1,New Phase
12,51,-82.46641839,28.47705841,-78.66634949,37.5108731,05/11/20 - 05/17/20,8139,136632,1,New Phase
13,51,-83.42714021,32.63861711,-78.66634949,37.5108731,05/11/20 - 05/17/20,4988,79807,1,New Phase
15,51,-158.1099738,20.9951112,-78.66634949,37.5108731,05/11/20 - 05/17/20,36,969,1,New Phase
16,51,-114.659414,44.38905509,-78.66634949,37.5108731,05/11/20 - 05/17/20,108,2410,1,New Phase
17,51,-89.14863899,40.12420083,-78.66634949,37.5108731,05/11/20 - 05/17/20,1569,31884,1,New Phase
18,51,-86.28183839,39.91986962,-78.66634949,37.5108731,05/11/20 - 05/17/20,1119,20194,1,New Phase
19,51,-93.50009012,42.07464833,-78.66634949,37.5108731,05/11/20 - 05/17/20,472,7434,1,New Phase
20,51,-98.3801554,38.48472707,-78.66634949,37.5108731,05/11/20 - 05/17/20,385,6329,1,New Phase
21,51,-85.29055223,37.52661417,-78.66634949,37.5108731,05/11/20 - 05/17/20,2177,41157,1,New Phase
22,51,-91.81423318,30.9090729,-78.66634949,37.5108731,05/11/20 - 05/17/20,660,10717,1,New Phase
23,51,-69.20275986,45.27432853,-78.66634949,37.5108731,05/11/20 - 05/17/20,328,10077,1,New Phase
24,51,-76.68717734,38.94649396,-78.66634949,37.5108731,05/11/20 - 05/17/20,32353,813733,1,New Phase
25,51,-71.50397204,42.16009327,-78.66634949,37.5108731,05/11/20 - 05/17/20,1026,31729,1,New Phase
26,51,-85.73095291,44.8747736,-78.66634949,37.5108731,05/11/20 - 05/17/20,1146,25499,1,New Phase
27,51,-94.1983056,46.34911038,-78.66634949,37.5108731,05/11/20 - 05/17/20,342,7216,1,New Phase
28,51,-89.65335941,32.71289227,-78.66634949,37.5108731,05/11/20 - 05/17/20,894,13017,1,New Phase
29,51,-92.4774252,38.36763044,-78.66634949,37.5108731,05/11/20 - 05/17/20,1091,17811,1,New Phase
30,51,-109.645207,47.03342111,-78.66634949,37.5108731,05/11/20 - 05/17/20,109,2884,1,New Phase
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,05/11/20 - 05/17/20,164,2616,1,New Phase
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,05/11/20 - 05/17/20,230,5201,1,New Phase
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,05/11/20 - 05/17/20,278,7001,1,New Phase
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,05/11/20 - 05/17/20,3407,78782,1,New Phase
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,05/11/20 - 05/17/20,141,3965,1,New Phase
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,05/11/20 - 05/17/20,5081,136031,1,New Phase
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,05/11/20 - 05/17/20,36669,681371,1,New Phase
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,05/11/20 - 05/17/20,48,899,1,New Phase
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,05/11/20 - 05/17/20,3291,61183,1,New Phase
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,05/11/20 - 05/17/20,451,6348,1,New Phase
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,05/11/20 - 05/17/20,97,2507,1,New Phase
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,05/11/20 - 05/17/20,7822,187329,1,New Phase
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,05/11/20 - 05/17/20,128,3620,1,New Phase
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,05/11/20 - 05/17/20,4296,69619,1,New Phase
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,05/11/20 - 05/17/20,24,476,1,New Phase
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,05/11/20 - 05/17/20,10250,165804,1,New Phase
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,05/11/20 - 05/17/20,4161,64706,1,New Phase
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,05/11/20 - 05/17/20,276,5975,1,New Phase
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,05/11/20 - 05/17/20,139,5141,1,New Phase
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/11/20 - 05/17/20,1940247,44161044,1,New Phase
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,05/11/20 - 05/17/20,294,7558,1,New Phase
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,05/11/20 - 05/17/20,20038,447926,1,New Phase
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,05/11/20 - 05/17/20,704,15047,1,New Phase
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,05/11/20 - 05/17/20,26,621,1,New Phase
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,05/11/20 - 05/17/20,57,2868,1,New Phase
51,1,-78.66634949,37.5108731,-86.844521,32.75687994,05/18/20 - 05/24/20,1966,44218,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,2,-78.66634949,37.5108731,-151.2505488,63.78846948,05/18/20 - 05/24/20,105,2361,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,4,-78.66634949,37.5108731,-111.6644603,34.29309519,05/18/20 - 05/24/20,1212,27259,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,5,-78.66634949,37.5108731,-92.43923686,34.89977242,05/18/20 - 05/24/20,710,15968,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,6,-78.66634949,37.5108731,-119.6638459,37.21530826,05/18/20 - 05/24/20,2220,49931,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,8,-78.66634949,37.5108731,-105.5478211,38.9985316,05/18/20 - 05/24/20,811,18240,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,9,-78.66634949,37.5108731,-72.73825768,41.57516415,05/18/20 - 05/24/20,641,14417,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,10,-78.66634949,37.5108731,-75.45249263,38.99497529,05/18/20 - 05/24/20,1734,39000,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,11,-78.66634949,37.5108731,-77.0162909,38.90477389,05/18/20 - 05/24/20,11250,253029,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,12,-78.66634949,37.5108731,-82.46641839,28.47705841,05/18/20 - 05/24/20,11620,261351,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
51,13,-78.66634949,37.5108731,-83.42714021,32.63861711,05/18/20 - 05/24/20,5707,128359,1,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues
